500	89.0	5.39547135208
1000	114.9	6.50555318341
1500	124.2	3.64539283053
2000	136.6	4.83505716386
2500	140.2	4.13118223595
3000	146.7	4.71522357194
3500	150.2	3.11982905515
4000	152.3	3.91719854545
4500	157.8	3.64539283053
5000	158.3	3.68329562575
5500	162.2	3.19026296373
6000	162.7	3.12872000807
6500	163.1	3.34829973436
7000	164.8	1.75119007154
7500	166.3	4.3217794689
8000	168.5	3.34165627596
8500	168.1	2.2335820757
9000	171.6	2.6749870197
9500	170.7	1.70293863659
10000	172.4	3.86436713232
10500	171.9	2.18326971918
11000	172.9	3.47850542619
11500	173.4	1.95505043982
12000	174.0	2.62466929134
12500	176.7	3.74314187697
13000	175.3	2.31180545125
13500	175.8	2.48551358431
14000	175.2	3.11982905515
14500	178.7	2.0575065816
15000	178.1	3.38132124078
15500	176.7	2.31180545125
16000	178.5	3.27448045073
16500	178.8	3.04776785351
17000	180.2	1.22927259431
17500	180.0	2.62466929134
18000	179.2	2.78088714862
18500	181.0	1.94365063162
19000	181.3	2.9458068127
19500	180.5	1.90029237517
20000	180.5	3.34165627596
20500	182.1	2.72641400622
21000	182.4	2.36643191324
21500	182.0	1.24721912892
22000	182.6	2.79682359512
22500	183.8	1.93218356616
23000	184.1	2.60128173535
23500	185.1	3.24722103412
24000	183.9	2.46981780705
24500	184.7	1.4944341181
25000	184.5	3.27448045073
25500	185.5	2.63523138347
26000	184.8	2.97396106976
26500	185.4	3.13404247294
27000	185.7	2.54077853335
27500	183.7	3.49761823722
28000	184.5	2.27303028283
28500	185.8	2.48551358431
29000	186.1	2.2335820757
29500	186.2	2.14993539955
30000	186.0	2.44948974278
30500	187.3	2.1108186932
31000	186.7	2.66874918683
31500	188.5	2.22361067735
32000	187.4	1.57762127549
32500	187.1	1.79195734076
33000	188.0	2.49443825785
33500	188.1	2.02484567313
34000	187.6	3.13404247294
34500	188.8	2.48551358431
35000	188.2	1.75119007154
35500	187.6	3.02581485811
36000	188.9	1.59513148187
36500	188.7	2.162817093
37000	189.1	2.07899548394
37500	188.9	2.28278582244
38000	188.6	2.6749870197
38500	190.1	1.79195734076
39000	190.7	2.98328677804
39500	190.3	1.70293863659
40000	189.8	2.04396129557
40500	190.8	1.81352940116
41000	190.4	1.6465452047
41500	190.4	1.07496769977
42000	189.4	2.11869981094
42500	190.5	2.068278941
43000	191.7	2.162817093
43500	190.1	1.79195734076
44000	190.9	1.85292561462
44500	190.9	2.13177026071
45000	190.8	2.04396129557
45500	191.2	1.54919333848
46000	190.4	2.0110804172
46500	192.0	1.76383420738
47000	191.7	1.25166555703
47500	191.7	2.31180545125
48000	191.3	2.00277585144
48500	191.7	1.33749350985
49000	191.3	2.1108186932
49500	190.7	2.45175673979
50000	191.8	1.39841179756
50500	192.6	1.42984070597
51000	192.9	1.66332999332
51500	192.0	2.40370085031
52000	192.8	1.03279555899
52500	192.9	1.44913767462
53000	193.0	1.490711985
53500	192.5	2.59272486435
54000	192.9	1.59513148187
54500	192.6	1.83787316695
55000	193.1	1.19721899974
55500	192.8	1.61932770687
56000	193.0	1.88561808316
56500	193.3	2.31180545125
57000	193.9	1.52388392675
57500	193.8	1.68654808542
58000	191.7	1.41813649241
58500	193.0	1.490711985
59000	192.8	2.29975844142
59500	193.5	1.71593835683
60000	192.5	1.58113883008
60500	193.4	1.95505043982
61000	194.3	1.76698110409
61500	194.3	1.56702123647
62000	193.4	2.22111083319
62500	193.8	1.39841179756
63000	193.2	2.14993539955
63500	193.8	1.54919333848
64000	194.0	1.82574185835
64500	194.0	1.63299316186
65000	194.5	1.77951304201
65500	194.6	1.34989711542
66000	193.4	1.07496769977
66500	194.6	1.17378779078
67000	194.0	2.66666666667
67500	194.8	1.47572957475
68000	195.6	1.07496769977
68500	193.3	1.56702123647
69000	194.1	1.96920739837
69500	194.2	1.31656117721
70000	194.6	1.77638834593
70500	195.1	1.37032031941
71000	194.6	1.57762127549
71500	194.1	1.52388392675
72000	195.1	1.44913767462
72500	194.9	1.10050493461
73000	194.7	1.76698110409
73500	195.9	1.19721899974
74000	195.1	1.10050493461
74500	195.7	1.4944341181
75000	195.7	1.15950180873
75500	195.9	1.10050493461
76000	195.3	1.4944341181
76500	196.2	1.47572957475
77000	195.4	1.34989711542
77500	196.0	0.666666666667
78000	195.5	1.58113883008
78500	195.6	1.26491106407
79000	196.0	1.63299316186
79500	196.6	1.26491106407
80000	195.9	0.994428926012
80500	196.6	0.843274042712
81000	196.0	0.942809041582
81500	196.4	0.843274042712
82000	196.2	1.47572957475
82500	196.5	1.26929551764
83000	197.1	0.737864787373
83500	196.7	1.15950180873
84000	196.5	1.26929551764
84500	196.6	1.17378779078
85000	197.0	1.24721912892
85500	196.8	1.1352924244
86000	196.7	0.823272602349
86500	196.6	1.26491106407
87000	196.5	1.17851130198
87500	197.0	0.666666666667
88000	196.9	0.994428926012
88500	197.2	0.918936583473
89000	197.0	0.816496580928
89500	197.0	0.942809041582
90000	197.3	0.674948557711
90500	197.3	0.823272602349
91000	197.0	1.05409255339
91500	197.2	0.918936583473
92000	197.4	0.69920589878
92500	197.7	0.48304589154
93000	197.4	0.69920589878
93500	197.4	0.69920589878
94000	197.5	0.707106781187
94500	197.3	0.823272602349
95000	197.8	0.421637021356
95500	197.3	0.674948557711
96000	197.6	0.516397779494
96500	197.9	0.316227766017
97000	197.8	0.421637021356
97500	197.9	0.316227766017
98000	198.0	0.0001
98500	198.0	0.0001
99000	198.0	0.0001
99500	198.0	0.0001
